id,natural_language,sql_query
248,"Show me the department, email of employees where hire_date is greater than 2023-04-02","SELECT department, email FROM users WHERE hire_date > '2023-04-02';"
249,Show me the age of employees where hire_date is less than 2016-09-05,SELECT age FROM users WHERE hire_date < '2016-09-05';
250,"Show me the email, name of employees where hire_date is before 2024-11-21","SELECT email, name FROM users WHERE hire_date < '2024-11-21';"
251,"Show me the age, email, name, hire_date of employees where age is greater than 62","SELECT age, email, name, hire_date FROM users WHERE age > 62;"
252,"Show me the salary, position of employees where department is less than HR","SELECT salary, position FROM users WHERE department < 'HR';"
253,Show me the email of employees where name is not equal to Alan Johnson DDS,SELECT email FROM users WHERE name != 'Alan Johnson DDS';
254,Show me the email of employees where department is not equal to Engineering,SELECT email FROM users WHERE department != 'Engineering';
255,"Show me the email, age, position, salary of employees where salary is equal to 49821","SELECT email, age, position, salary FROM users WHERE salary = 49821;"
256,"Show me the department, hire_date, position of employees where hire_date is before 2017-07-01","SELECT department, hire_date, position FROM users WHERE hire_date < '2017-07-01';"
257,"Show me the position, name of employees where name is greater than Barry West","SELECT position, name FROM users WHERE name > 'Barry West';"
258,"Show me the email, age, position of employees where name is greater than Natalie Smith","SELECT email, age, position FROM users WHERE name > 'Natalie Smith';"
259,"Show me the age, department, name of employees where hire_date is before 2018-12-03","SELECT age, department, name FROM users WHERE hire_date < '2018-12-03';"
260,"Show me the age, department of employees where salary is after 130277","SELECT age, department FROM users WHERE salary > 130277;"
261,Show me the name of employees where salary is equal to 106836,SELECT name FROM users WHERE salary = 106836;
262,"Show me the position, department, email, hire_date of employees where salary is less than 98202","SELECT position, department, email, hire_date FROM users WHERE salary < 98202;"
263,"Show me the hire_date, name, age of employees where hire_date is greater than 2021-06-19","SELECT hire_date, name, age FROM users WHERE hire_date > '2021-06-19';"
264,"Show me the salary, department of employees where name is before Michael Castillo","SELECT salary, department FROM users WHERE name < 'Michael Castillo';"
265,"Show me the department, salary, hire_date, position of employees where age is not equal to 38","SELECT department, salary, hire_date, position FROM users WHERE age != 38;"
266,Show me the position of employees where position is equal to Manager,SELECT position FROM users WHERE position = 'Manager';
267,Show me the salary of employees where position is after Specialist,SELECT salary FROM users WHERE position > 'Specialist';
268,Show me the hire_date of employees where age is before 49,SELECT hire_date FROM users WHERE age < 49;
269,"Show me the position, name, hire_date of employees where age is after 33","SELECT position, name, hire_date FROM users WHERE age > 33;"
270,Show me the department of employees where email is greater than Peter George,SELECT department FROM users WHERE email > 'Peter George';
271,"Show me the position, department, email of employees where name is before Jason Adams","SELECT position, department, email FROM users WHERE name < 'Jason Adams';"
272,Show me the salary of employees where salary is greater than 79530,SELECT salary FROM users WHERE salary > 79530;
273,"Show me the salary, department, hire_date of employees where department is equal to IT Support","SELECT salary, department, hire_date FROM users WHERE department = 'IT Support';"
274,"Show me the department, email, position of employees where position is before Director","SELECT department, email, position FROM users WHERE position < 'Director';"
275,"Show me the position, hire_date, email, age of employees where department is before Engineering","SELECT position, hire_date, email, age FROM users WHERE department < 'Engineering';"
276,"Show me the position, email, salary of employees where department is greater than Marketing","SELECT position, email, salary FROM users WHERE department > 'Marketing';"
277,"Show me the email, hire_date of employees where age is less than 28","SELECT email, hire_date FROM users WHERE age < 28;"
278,"Show me the position, name, email of employees where position is after Engineer","SELECT position, name, email FROM users WHERE position > 'Engineer';"
279,"Show me the age, name, email of employees where salary is less than 48392","SELECT age, name, email FROM users WHERE salary < 48392;"
280,"Show me the name, position, department of employees where department is equal to Sales","SELECT name, position, department FROM users WHERE department = 'Sales';"
281,Show me the department of employees where hire_date is equal to 2017-01-29,SELECT department FROM users WHERE hire_date = '2017-01-29';
282,"Show me the hire_date, email, department of employees where email is greater than Kristi Ellis","SELECT hire_date, email, department FROM users WHERE email > 'Kristi Ellis';"
283,"Show me the salary, department of employees where age is less than 46","SELECT salary, department FROM users WHERE age < 46;"
284,"Show me the hire_date, department, position of employees where position is not equal to Director","SELECT hire_date, department, position FROM users WHERE position != 'Director';"
285,Show me the name of employees where age is equal to 26,SELECT name FROM users WHERE age = 26;
286,"Show me the salary, email, hire_date of employees where age is less than 64","SELECT salary, email, hire_date FROM users WHERE age < 64;"
287,Show me the email of employees where age is equal to 50,SELECT email FROM users WHERE age = 50;
288,Show me the name of employees where age is not equal to 44,SELECT name FROM users WHERE age != 44;
289,"Show me the position, salary, name, department of employees where name is before Mary Martin","SELECT position, salary, name, department FROM users WHERE name < 'Mary Martin';"
290,"Show me the position, salary of employees where name is after Lawrence Wolf","SELECT position, salary FROM users WHERE name > 'Lawrence Wolf';"
291,"Show me the name, department, salary of employees where name is greater than Lydia Flynn","SELECT name, department, salary FROM users WHERE name > 'Lydia Flynn';"
292,"Show me the department, age of employees where hire_date is not equal to 2024-09-16","SELECT department, age FROM users WHERE hire_date != '2024-09-16';"
